Parameter_ID,Form,Comment,Loan,Source,Pages,Ultimate source,Glottocode,Name,Language_ID
60,annappoelo,,FALSE,Stokhof1985Vol7.4,p.231,,mand1442,Mandar,mand1442-2
70,pitteppoelo,,FALSE,Stokhof1985Vol7.4,p.231,,mand1442,Mandar,mand1442-2
80,aroeppoelona,,FALSE,Stokhof1985Vol7.4,p.231,,mand1442,Mandar,mand1442-2
90,amessapoelona,,FALSE,Stokhof1985Vol7.4,p.231,,mand1442,Mandar,mand1442-2
100,sangatoes,,FALSE,Stokhof1985Vol7.4,p.231,,mand1442,Mandar,mand1442-2
200,doeangatoes,,FALSE,Stokhof1985Vol7.4,p.231,,mand1442,Mandar,mand1442-2
1000,sallessorang,,FALSE,Stokhof1985Vol7.4,p.231,,mand1442,Mandar,mand1442-2
10000,sappoelo lessorang,,FALSE,Stokhof1985Vol7.4,p.231,,mand1442,Mandar,mand1442-2
1,mesa,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
1,setto,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
1,mise,?,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
2,daʔdua,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
2,dedua,?,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
3,tallu,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
4,appeʔ,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
4,pata,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
5,lima,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
6,annaŋ,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
7,pitu,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
8,arrua,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
8,uwalu,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
9,amessa,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
9,sassio,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
10,sampulo,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
10,sappulo,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
11,sampulo mesa,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
11,sappulo mesa,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
11,sampulo setto,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
12,sampulo daʔdua,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
12,sappulo daʔdua,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
20,duampulo,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
20,duappulo,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
21,duampulo mesa,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
21,duappulo mesa,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
100,sapattiara,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
1000,sassaʔbu,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
1000000,sejuta,[loan],TRUE,Arnaud1998,pp.863-879 [word list item numbers],,mand1442,Mandar,mand1442-3
1,mesa,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
2,doea,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
3,talloe,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
4,appa,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
5,lima,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
6,annan,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
7,pitoe,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
8,karoea,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
9,kasera,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
10,sapoelo,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
11,sapoelo mesa,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
12,sapoelo doea,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
13,sapoelo talloe,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
18,sapoelo karoea,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
19,sapoelo kasera,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
20,doea poelo,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
21,doea poelo mesa,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
25,doea poelo lima,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
30,talloe poelo,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
40,pata poelo,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
50,lima poelo,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
60,annan poelo,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
100,saratoe poelo,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
1000,salissoran,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
1000,sisabboe,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
10000,sapoelo sabboe,,FALSE,Stokhof1984Vol7.3,p.50,,mand1442,Toraja Balanipa,mand1442-4
1,aftegena,,FALSE,Smits1994,pp.211-216,,mand1443,Mander,mand1443-1
1,aftegenae,,FALSE,Smits1994,pp.211-216,,mand1443,Mander,mand1443-1
2,nauwet,,FALSE,Smits1994,pp.211-216,,mand1443,Mander,mand1443-1
3,nauwet ningene,,FALSE,Smits1994,pp.211-216,,mand1443,Mander,mand1443-1
4,nauwet-nauwet,,FALSE,Smits1994,pp.211-216,,mand1443,Mander,mand1443-1
5,nauwet nauwet ningene,,FALSE,Smits1994,pp.211-216,,mand1443,Mander,mand1443-1
6,nauwet nauwet nauwet,nauwet is given as ‘two’,FALSE,Smits1994,pp.211-216,,mand1443,Mander,mand1443-1
1,ónòndi,,FALSE,Stokhof1982Vol5.1,p.147,,mand1444,Digul Mandobo,mand1444-1
1,wómè,,FALSE,Stokhof1982Vol5.1,p.147,,mand1444,Digul Mandobo,mand1444-1
2,roemò,,FALSE,Stokhof1982Vol5.1,p.147,,mand1444,Digul Mandobo,mand1444-1
3,iditmò,,FALSE,Stokhof1982Vol5.1,p.147,,mand1444,Digul Mandobo,mand1444-1
4,kroekoekoep,,FALSE,Stokhof1982Vol5.1,p.147,,mand1444,Digul Mandobo,mand1444-1
5,ònggoekoep,,FALSE,Stokhof1982Vol5.1,p.147,,mand1444,Digul Mandobo,mand1444-1
6,goemoekoep,,FALSE,Stokhof1982Vol5.1,p.147,,mand1444,Digul Mandobo,mand1444-1
7,mbèkoep,,FALSE,Stokhof1982Vol5.1,p.147,,mand1444,Digul Mandobo,mand1444-1
8,gamboekoep,,FALSE,Stokhof1982Vol5.1,p.147,,mand1444,Digul Mandobo,mand1444-1
9,ta’ǐtkoep,,FALSE,Stokhof1982Vol5.1,p.147,,mand1444,Digul Mandobo,mand1444-1
10,ma’koep,,FALSE,Stokhof1982Vol5.1,p.147,,mand1444,Digul Mandobo,mand1444-1
10,ònggòònggoekoep,,FALSE,Stokhof1982Vol5.1,p.147,,mand1444,Digul Mandobo,mand1444-1
11,toeroetopkoep,,FALSE,Stokhof1982Vol5.1,p.147,,mand1444,Digul Mandobo,mand1444-1
11,ònggòònggoekoep womè,,FALSE,Stokhof1982Vol5.1,p.147,,mand1444,Digul Mandobo,mand1444-1
12,goemitkoep,,FALSE,Stokhof1982Vol5.1,p.147,,mand1444,Digul Mandobo,mand1444-1
12,kakapkoemoekoep,,FALSE,Stokhof1982Vol5.1,p.147,,mand1444,Digul Mandobo,mand1444-1
1,òmi,,FALSE,Galis1960,p.137,,mand1444,Mandobo (from Drabbe),mand1444-2
2,joeroemò,,FALSE,Galis1960,p.137,,mand1444,Mandobo (from Drabbe),mand1444-2
3,isiwò,,FALSE,Galis1960,p.137,,mand1444,Mandobo (from Drabbe),mand1444-2
3,joeroemtaimò,,FALSE,Galis1960,p.137,,mand1444,Mandobo (from Drabbe),mand1444-2
4,koeroewoet(goep),,FALSE,Galis1960,p.137,,mand1444,Mandobo (from Drabbe),mand1444-2
5,ambarop(goep),,FALSE,Galis1960,p.137,,mand1444,Mandobo (from Drabbe),mand1444-2
6,kòmoe(goep),,FALSE,Galis1960,p.137,,mand1444,Mandobo (from Drabbe),mand1444-2
7,bin(goep),,FALSE,Galis1960,p.137,,mand1444,Mandobo (from Drabbe),mand1444-2
8,moerop(goep),,FALSE,Galis1960,p.137,,mand1444,Mandobo (from Drabbe),mand1444-2
9,jawit(goep),,FALSE,Galis1960,p.137,,mand1444,Mandobo (from Drabbe),mand1444-2
10,marin(goep),,FALSE,Galis1960,p.137,,mand1444,Mandobo (from Drabbe),mand1444-2
1,omay,,FALSE,Healey1970,pp.1041-1046,,mand1444,Wambon,mand1444-3
2,irumo,,FALSE,Healey1970,pp.1041-1046,,mand1444,Wambon,mand1444-3
3,itipmo,,FALSE,Healey1970,pp.1041-1046,,mand1444,Wambon,mand1444-3
4,kurukut (kup),,FALSE,Healey1970,pp.1041-1046,,mand1444,Wambon,mand1444-3
1,ome,,FALSE,Healey1970,pp.1041-1046,,mand1445,"Kaeti, Kwem",mand1445-1
2,rumo,,FALSE,Healey1970,pp.1041-1046,,mand1445,"Kaeti, Kwem",mand1445-1
3,ititmo,,FALSE,Healey1970,pp.1041-1046,,mand1445,"Kaeti, Kwem",mand1445-1
4,kurukut köp,,FALSE,Healey1970,pp.1041-1046,,mand1445,"Kaeti, Kwem",mand1445-1
1,òmé,,FALSE,Galis1960,p.148,,mand1445,Mandobo,mand1445-2
2,rumo,,FALSE,Galis1960,p.148,,mand1445,Mandobo,mand1445-2
3,ititmo,,FALSE,Galis1960,p.148,,mand1445,Mandobo,mand1445-2
1,ˈɔmɛ,,FALSE,Lebold2013,p.43,,mand1445,Mandobo/Kaisah,mand1445-3
2,ˈrumɔ,,FALSE,Lebold2013,p.43,,mand1445,Mandobo/Kaisah,mand1445-3
3,ˈidikmjɔ,,FALSE,Lebold2013,p.43,,mand1445,Mandobo/Kaisah,mand1445-3
4,ˈquruɢut ɢup̚,,FALSE,Lebold2013,p.43,,mand1445,Mandobo/Kaisah,mand1445-3
5,ˈoɴɢu ɢup̚,,FALSE,Lebold2013,p.43,,mand1445,Mandobo/Kaisah,mand1445-3
6,ˈkumuɢup̚,,FALSE,Lebold2013,p.43,,mand1445,Mandobo/Kaisah,mand1445-3
7,ˈbɛnɢup̚,,FALSE,Lebold2013,p.43,,mand1445,Mandobo/Kaisah,mand1445-3
8,ˈᶰɢaŋbun,,FALSE,Lebold2013,p.43,,mand1445,Mandobo/Kaisah,mand1445-3
9,ˈtaitɢup,,FALSE,Lebold2013,p.43,,mand1445,Mandobo/Kaisah,mand1445-3
10,ˈmaɢup̚,,FALSE,Lebold2013,p.43,,mand1445,Mandobo/Kaisah,mand1445-3
20,ˈrumonɖa,,FALSE,Lebold2013,p.43,,mand1445,Mandobo/Kaisah,mand1445-3
1,ŋɡʊmu,,FALSE,Laycock1971D18,p.2502,,mane1266,Manam (Manem),mane1266-1
2,sɑ́mpər,,FALSE,Laycock1971D18,p.2502,,mane1266,Manam (Manem),mane1266-1
3,sɑmpəprɛ,,FALSE,Laycock1971D18,p.2502,,mane1266,Manam (Manem),mane1266-1
4,sɑmpsɑmpər,,FALSE,Laycock1971D18,p.2502,,mane1266,Manam (Manem),mane1266-1
5,ɑfɑ́kə̀s,,FALSE,Laycock1971D18,p.2502,,mane1266,Manam (Manem),mane1266-1
6,kɑŋɡrɑ́ mɑŋɡɑ(n) ŋɡʊ́mʊ,,FALSE,Laycock1971D18,p.2502,,mane1266,Manam (Manem),mane1266-1
7,kɑŋɡrɑ́ mɑŋɡɑ(n) sɑ́mpər,,FALSE,Laycock1971D18,p.2502,,mane1266,Manam (Manem),mane1266-1
8,kɑŋɡrɑ́ mɑŋɡɑ(n) sɑmpə prɛ,,FALSE,Laycock1971D18,p.2502,,mane1266,Manam (Manem),mane1266-1
9,kɑŋɡrɑ́ mɑŋɡɑ(n) sɑmsɑmpər,,FALSE,Laycock1971D18,p.2502,,mane1266,Manam (Manem),mane1266-1
10,fsú·ɡo,,FALSE,Laycock1971D18,p.2502,,mane1266,Manam (Manem),mane1266-1
1,ngguenwa,,FALSE,Galis1955,p.164,,mane1266,Tami-groep Jetí,mane1266-2
2,samber,,FALSE,Galis1955,p.164,,mane1266,Tami-groep Jetí,mane1266-2
3,samberbra,,FALSE,Galis1955,p.164,,mane1266,Tami-groep Jetí,mane1266-2
4,sam-sambra,,FALSE,Galis1955,p.164,,mane1266,Tami-groep Jetí,mane1266-2
5,afà,,FALSE,Galis1955,p.164,,mane1266,Tami-groep Jetí,mane1266-2
6,kanggra-mangguenwa,,FALSE,Galis1955,p.164,,mane1266,Tami-groep Jetí,mane1266-2
1,mentenwa,,FALSE,Galis1955,p.163,,mane1266,Tami-groep Skofro,mane1266-3
2,samber,,FALSE,Galis1955,p.163,,mane1266,Tami-groep Skofro,mane1266-3
3,samberbra,,FALSE,Galis1955,p.163,,mane1266,Tami-groep Skofro,mane1266-3
4,sam-sambra,,FALSE,Galis1955,p.163,,mane1266,Tami-groep Skofro,mane1266-3
5,awa,,FALSE,Galis1955,p.163,,mane1266,Tami-groep Skofro,mane1266-3
6,kanggra-manggena,,FALSE,Galis1955,p.163,,mane1266,Tami-groep Skofro,mane1266-3
0,kore,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
1,e ta’i,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
2,e rua,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
3,e toru,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
4,e ’ā,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
5,e rima,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
6,e ono,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
7,e ’itu,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
8,e varu,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
9,e iva,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
10,roŋo’uru,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
10,roŋouru,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
11,roŋo’uru e ta’i,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
11,ta’i roŋo,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
11,uru e ta’i touara,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
12,roŋo’uru e rua tou’ara,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
12,e ta’i roŋo’uru e rua tou’ara,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
20,e rua roŋo’uru,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
23,e rua roŋo’uru e toru tou’ara,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
35,e toru roŋo’uru rima tou’ara,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
46,tataua,(Rensch),FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
46,e ’ā roŋo’uru ono tou’ara,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
46,e ’ā roŋouru ono touara,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
100,rau,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
100,e ta’i rau,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
1000,mano,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
1000,e ta’i mano,,FALSE,Charpentier2015,pp.1825-1843,,mang1401,Mangarevan - Mangareva,mang1401-1
1,omʷale,all front & back vowels quite high [written at the top of the page],FALSE,Grace1955pdfSpirax,p.10 [of pdf],,mang1403,Lumurioŋ (aenbul [Kembul on map]),mang1403-1
2,aini,,FALSE,Grace1955pdfSpirax,p.10 [of pdf],,mang1403,Lumurioŋ (aenbul [Kembul on map]),mang1403-1
3,me·,,FALSE,Grace1955pdfSpirax,p.10 [of pdf],,mang1403,Lumurioŋ (aenbul [Kembul on map]),mang1403-1
4,penɛl,,FALSE,Grace1955pdfSpirax,p.10 [of pdf],,mang1403,Lumurioŋ (aenbul [Kembul on map]),mang1403-1
5,lim,,FALSE,Grace1955pdfSpirax,p.10 [of pdf],,mang1403,Lumurioŋ (aenbul [Kembul on map]),mang1403-1
6,limae,,FALSE,Grace1955pdfSpirax,p.10 [of pdf],,mang1403,Lumurioŋ (aenbul [Kembul on map]),mang1403-1
7,limai,,FALSE,Grace1955pdfSpirax,p.10 [of pdf],,mang1403,Lumurioŋ (aenbul [Kembul on map]),mang1403-1
8,lime·,,FALSE,Grace1955pdfSpirax,p.10 [of pdf],,mang1403,Lumurioŋ (aenbul [Kembul on map]),mang1403-1
9,limpenɛl,,FALSE,Grace1955pdfSpirax,p.10 [of pdf],,mang1403,Lumurioŋ (aenbul [Kembul on map]),mang1403-1
10,mu·le,,FALSE,Grace1955pdfSpirax,p.10 [of pdf],,mang1403,Lumurioŋ (aenbul [Kembul on map]),mang1403-1
1,umoli,,FALSE,Johnston1980,p.125,,mang1403,Mangsing,mang1403-2
2,aini,,FALSE,Johnston1980,p.125,,mang1403,Mangsing,mang1403-2
3,me,,FALSE,Johnston1980,p.125,,mang1403,Mangsing,mang1403-2
4,pinel,,FALSE,Johnston1980,p.125,,mang1403,Mangsing,mang1403-2
5,lim,,FALSE,Johnston1980,p.125,,mang1403,Mangsing,mang1403-2
6,lim-ae,,FALSE,Johnston1980,p.125,,mang1403,Mangsing,mang1403-2
7,lim-ai,,FALSE,Johnston1980,p.125,,mang1403,Mangsing,mang1403-2
8,lim-(m)e,,FALSE,Johnston1980,p.125,,mang1403,Mangsing,mang1403-2
9,lim-pinel,,FALSE,Johnston1980,p.125,,mang1403,Mangsing,mang1403-2
10,muli,,FALSE,Johnston1980,p.125,,mang1403,Mangsing,mang1403-2
1,omole,,FALSE,Spencer2013,pp.80-81,,mang1403,Mangseng - Lavege and Melei villages,mang1403-3
2,aini,,FALSE,Spencer2013,pp.80-81,,mang1403,Mangseng - Lavege and Melei villages,mang1403-3
3,me,,FALSE,Spencer2013,pp.80-81,,mang1403,Mangseng - Lavege and Melei villages,mang1403-3
4,penel,,FALSE,Spencer2013,pp.80-81,,mang1403,Mangseng - Lavege and Melei villages,mang1403-3
5,lim,,FALSE,Spencer2013,pp.80-81,,mang1403,Mangseng - Lavege and Melei villages,mang1403-3
10,mule,,FALSE,Spencer2013,pp.80-81,,mang1403,Mangseng - Lavege and Melei villages,mang1403-3
1,ti,,FALSE,Smith1988,p.72,,mang1404,Manga,mang1404-1
2,yuuh,,FALSE,Smith1988,p.72,,mang1404,Manga,mang1404-1
3,yaar,,FALSE,Smith1988,p.72,,mang1404,Manga,mang1404-1
4,yumbeyuuh,two and two,FALSE,Smith1988,p.72,,mang1404,Manga,mang1404-1
5,nama vaalu,hand one side,FALSE,Smith1988,p.72,,mang1404,Manga,mang1404-1
6,nama vaaluh windak ti,hand one side and one,FALSE,Smith1988,p.72,,mang1404,Manga,mang1404-1
10,nama yuuh,hands two,FALSE,Smith1988,p.72,,mang1404,Manga,mang1404-1
11,nama yuuh ambe windak ti,hands two add and one,FALSE,Smith1988,p.72,,mang1404,Manga,mang1404-1
15,name yuuh ambe windak nama vaalu,hands two add hand one,FALSE,Smith1988,p.72,,mang1404,Manga,mang1404-1
20,doti,whole person one,FALSE,Smith1988,p.72,,mang1404,Manga,mang1404-1
1,ti,,FALSE,LeanMorobe,p.47,"4 CSQs. Villages: Manga (2), Kwasang, Bayematu.",mang1404,Manga Buang (from CSQs),mang1404-2
2,yu,,FALSE,LeanMorobe,p.47,"4 CSQs. Villages: Manga (2), Kwasang, Bayematu.",mang1404,Manga Buang (from CSQs),mang1404-2
2,yu'ug,,FALSE,LeanMorobe,p.47,"4 CSQs. Villages: Manga (2), Kwasang, Bayematu.",mang1404,Manga Buang (from CSQs),mang1404-2
3,yar,,FALSE,LeanMorobe,p.47,"4 CSQs. Villages: Manga (2), Kwasang, Bayematu.",mang1404,Manga Buang (from CSQs),mang1404-2
3,yal,,FALSE,LeanMorobe,p.47,"4 CSQs. Villages: Manga (2), Kwasang, Bayematu.",mang1404,Manga Buang (from CSQs),mang1404-2
4,yu mbe yu,2 + 2,FALSE,LeanMorobe,p.47,"4 CSQs. Villages: Manga (2), Kwasang, Bayematu.",mang1404,Manga Buang (from CSQs),mang1404-2
5,nama valu,‘hand(s) half’,FALSE,LeanMorobe,p.47,"4 CSQs. Villages: Manga (2), Kwasang, Bayematu.",mang1404,Manga Buang (from CSQs),mang1404-2
6,nama valu vindak ti,,FALSE,LeanMorobe,p.47,"4 CSQs. Villages: Manga (2), Kwasang, Bayematu.",mang1404,Manga Buang (from CSQs),mang1404-2
7,nama valu vindak ti,,FALSE,LeanMorobe,p.47,"4 CSQs. Villages: Manga (2), Kwasang, Bayematu.",mang1404,Manga Buang (from CSQs),mang1404-2
10,nama yu,‘hands two’,FALSE,LeanMorobe,p.47,"4 CSQs. Villages: Manga (2), Kwasang, Bayematu.",mang1404,Manga Buang (from CSQs),mang1404-2
15,nama yu ambe lam nama valu,‘hands two and hands half’,FALSE,LeanMorobe,p.47,"4 CSQs. Villages: Manga (2), Kwasang, Bayematu.",mang1404,Manga Buang (from CSQs),mang1404-2
20,do ti,"‘complete one’, i.e. one complete person",FALSE,LeanMorobe,p.47,"4 CSQs. Villages: Manga (2), Kwasang, Bayematu.",mang1404,Manga Buang (from CSQs),mang1404-2
1,ti,,FALSE,LeanMorobe,p.47,IMP/SIL Questionnaire (1978).,mang1404,Manga Buang (from IMP/SIL),mang1404-3
2,yuuh,,FALSE,LeanMorobe,p.47,IMP/SIL Questionnaire (1978).,mang1404,Manga Buang (from IMP/SIL),mang1404-3
3,yaal,,FALSE,LeanMorobe,p.47,IMP/SIL Questionnaire (1978).,mang1404,Manga Buang (from IMP/SIL),mang1404-3
4,yu mbe yuu,2 + 2,FALSE,LeanMorobe,p.47,IMP/SIL Questionnaire (1978).,mang1404,Manga Buang (from IMP/SIL),mang1404-3
5,namaa vaalu,‘hand(s) half’,FALSE,LeanMorobe,p.47,IMP/SIL Questionnaire (1978).,mang1404,Manga Buang (from IMP/SIL),mang1404-3
5,butoov,‘thumb’,FALSE,LeanMorobe,p.47,IMP/SIL Questionnaire (1978).,mang1404,Manga Buang (from IMP/SIL),mang1404-3
6,namaa vaalu be vindak ti,,FALSE,LeanMorobe,p.47,IMP/SIL Questionnaire (1978).,mang1404,Manga Buang (from IMP/SIL),mang1404-3
7,namaa vaalu be vindak yuuh,,FALSE,LeanMorobe,p.47,IMP/SIL Questionnaire (1978).,mang1404,Manga Buang (from IMP/SIL),mang1404-3
10,namaa yuuh,‘hands two’,FALSE,LeanMorobe,p.47,IMP/SIL Questionnaire (1978).,mang1404,Manga Buang (from IMP/SIL),mang1404-3
15,namaa yuuh ambe laam namaa vaalu,‘hands two and hands half’,FALSE,LeanMorobe,p.47,IMP/SIL Questionnaire (1978).,mang1404,Manga Buang (from IMP/SIL),mang1404-3
20,doo ti,"‘complete one’, i.e. one complete person",FALSE,LeanMorobe,p.47,IMP/SIL Questionnaire (1978).,mang1404,Manga Buang (from IMP/SIL),mang1404-3
1,hom,,FALSE,Ray1912,pp.340-341,,mani1235,Manikion,mani1235-1
2,hŏai,,FALSE,Ray1912,pp.340-341,,mani1235,Manikion,mani1235-1
3,homoi,,FALSE,Ray1912,pp.340-341,,mani1235,Manikion,mani1235-1
4,hŏku,,FALSE,Ray1912,pp.340-341,,mani1235,Manikion,mani1235-1
5,sirkem,,FALSE,Ray1912,pp.340-341,,mani1235,Manikion,mani1235-1
1,hòm,,FALSE,Galis1955,p.138,,mani1235,Manikion,mani1235-2
2,huai,,FALSE,Galis1955,p.138,,mani1235,Manikion,mani1235-2
3,hòmui,,FALSE,Galis1955,p.138,,mani1235,Manikion,mani1235-2
4,hòku,,FALSE,Galis1955,p.138,,mani1235,Manikion,mani1235-2
4,hòüku,,FALSE,Galis1955,p.138,,mani1235,Manikion,mani1235-2
5,sèrgèm,,FALSE,Galis1955,p.138,,mani1235,Manikion,mani1235-2
6,sèrgèm-hòm,,FALSE,Galis1955,p.138,,mani1235,Manikion,mani1235-2
7,sèrgèm-huai,,FALSE,Galis1955,p.138,,mani1235,Manikion,mani1235-2
8,sèrgèm-hòmui,,FALSE,Galis1955,p.138,,mani1235,Manikion,mani1235-2
9,sèrgèm-hòku,,FALSE,Galis1955,p.138,,mani1235,Manikion,mani1235-2
10,sisa,,FALSE,Galis1955,p.138,,mani1235,Manikion,mani1235-2
11,sisa-hòkdjèrèm-hom,,FALSE,Galis1955,p.138,,mani1235,Manikion,mani1235-2
20,situ-hòm,,FALSE,Galis1955,p.138,,mani1235,Manikion,mani1235-2
30,situ-hòm-sisa,,FALSE,Galis1955,p.138,,mani1235,Manikion,mani1235-2
40,situ-huai,,FALSE,Galis1955,p.138,,mani1235,Manikion,mani1235-2
