ID,Name,Source,Pages,UltimateSource,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family
arop1242-1,Arop,Ray1919,p.330,,arop1242,Arop-Sissano,aps,Papunesia,-3.06984,142.12,Austronesian
arop1243-1,Arop-Lokep,Carter2012,p.60,,arop1243,Arop-Lokep,apr,Papunesia,-5.31671,147.103,Austronesian
arop1243-2,Lokep / Lukep,Smith1988,p.59,,arop1243,Arop-Lokep,apr,Papunesia,-5.31671,147.103,Austronesian
arop1243-3,Lukep (Arop dialect),LeanMadang,pp.78-79,"Author’s Notes. Informant from Bok Village, Long Island.",arop1243,Arop-Lokep,apr,Papunesia,-5.31671,147.103,Austronesian
arop1243-4,Lukep (Tolokiwa Island),LeanMadang,p.79,SIL Word List (1975). Tolokiwa Island.,arop1243,Arop-Lokep,apr,Papunesia,-5.31671,147.103,Austronesian
aros1241-1,"San Cristoval, Wano [waŋo]",Codrington1885,"pp.237, 511",,aros1241,Arosi,aia,Papunesia,-10.2441,161.432,Austronesian
arua1260-1,Makarub,Capell1951,p.141,,arua1260,Aruamu,msy,Papunesia,-4.28957,144.842,Lower Sepik-Ramu
arua1260-2,Mikarew,Zgraggen1972,pp.215-218,,arua1260,Aruamu,msy,Papunesia,-4.28957,144.842,Lower Sepik-Ramu
arua1260-3,Mikarew (from CSQs),LeanMadang,p.7,"3 CSQs. Villages: Ariangon, Dinam, Wasngabang.",arua1260,Aruamu,msy,Papunesia,-4.28957,144.842,Lower Sepik-Ramu
arua1260-4,Mikarew (Gorak village),LeanMadang,p.7,SIL (1975). Village: Gorak.,arua1260,Aruamu,msy,Papunesia,-4.28957,144.842,Lower Sepik-Ramu
arue1240-1,Aruek,Laycock1970D02,p.279,,arue1240,Aruek,aur,Papunesia,-3.37841,142.715,Nuclear Torricelli
aruo1240-1,Aruop,Laycock1967C03,p.67,,aruo1240,Srenge,lsr,Papunesia,-3.45782,142.478,Nuclear Torricelli
asar1240-1,Asaro'o (Bagen village),Carter2012,p.59,,asar1240,Asaro'o,mtv,Papunesia,-5.68263,146.508,Nuclear Trans New Guinea
asar1240-2,Molet Kasu (Kasu village),Carter2012,p.50,,asar1240,Asaro'o,mtv,Papunesia,-5.68263,146.508,Nuclear Trans New Guinea
asar1240-3,Molet Mur (Mur village),Carter2012,p.50,,asar1240,Asaro'o,mtv,Papunesia,-5.68263,146.508,Nuclear Trans New Guinea
asar1240-4,Asaro'o (Bagen village) (from Mike Sweeney),Carter2012,p.50,,asar1240,Asaro'o,mtv,Papunesia,-5.68263,146.508,Nuclear Trans New Guinea
asil1242-1,"Lima (Rumahsosal, Nuwetetu) Seram",Stokhof1981Vol3.1,pp.173-174,,asil1242,Asilulu,asl,Papunesia,-3.67302,127.952,Austronesian
asil1242-2,Lima (Waraka) Seram,Stokhof1981Vol3.1,p.158,,asil1242,Asilulu,asl,Papunesia,-3.67302,127.952,Austronesian
asko1238-1,Eivo,Lean1985Vol03,p.44,"Allen and Hurd, SIL Wordlist, (1963).",asko1238,Askopan,eiv,Papunesia,-6.22539,155.307,North Bougainville
asko1238-2,Eivo (Aniovi village),LeanBougainville,p.36,1 CSQ. Village: Aniovi.,asko1238,Askopan,eiv,Papunesia,-6.22539,155.307,North Bougainville
asko1238-3,Eivo (based on The Rosetta Project digital archive 2010 [referred to as ‘Askopan’]),Brown2021,p.31,,asko1238-1,Askopan,eiv,Papunesia,-6.22539,155.307,North Bougainville
asss1237-1,As,Grace1955pdf50,p.156,,asss1237,As,asz,Papunesia,-0.75267,131.728,Austronesian
asue1235-1,Awju Pisa,Galis1955,p.167,,asue1235,Asue Awyu,psa,Papunesia,-5.98341,139.123,Nuclear Trans New Guinea
asue1235-2,Awyu: Busiri,Kriens2010,pp.48-49,,asue1235,Asue Awyu,psa,Papunesia,-5.98341,139.123,Nuclear Trans New Guinea
atem1241-1,Mand,Daniels2015,p.455,,atem1241,Mand,ate,Papunesia,-5.08137,144.806,Nuclear Trans New Guinea
atem1241-2,Mand,Daniels2014Item335,p.33,,atem1241,Mand,ate,Papunesia,-5.08137,144.806,Nuclear Trans New Guinea
atem1241-3,Atemple,Zgraggen1980SouthernAdelbert,p.46,,atem1241,Mand,ate,Papunesia,-5.08137,144.806,Nuclear Trans New Guinea
atoh1238-1,Atohaim (Yagamit village),Sidabutar2002,p.5,,atoh1238,Atohwaim,aqm,Papunesia,-6.27123,138.666,Kayagaric
atoh1238-2,Atoheim (Jaukui village),Clouse1987,p.1,,atoh1238,Atohwaim,aqm,Papunesia,-6.27123,138.666,Kayagaric
atoh1238-3,Taminid / Atohwaim (Yahui village),Sawi2002,p.5,,atoh1238,Atohwaim,aqm,Papunesia,-6.27123,138.666,Kayagaric
aust1304-1,Austral - Rurutu (with secondary survey at Rimatara),Charpentier2015,pp.1825-1843,,aust1304,Austral,aut,Papunesia,-23.3843,-149.462,Austronesian
aust1304-2,Austral - Ra’ivavae,Charpentier2015,pp.1825-1843,,aust1304,Austral,aut,Papunesia,-23.3843,-149.462,Austronesian
auuu1241-1,Au,Laycock1967C01,p.60,,auuu1241,Au,avt,Papunesia,-3.53277,142.105,Nuclear Torricelli
auuu1241-2,Au,Laycock1967C09,p.14,,auuu1241,Au,avt,Papunesia,-3.53277,142.105,Nuclear Torricelli
auwe1239-1,Simog,Laycock1970D12,p.1672,,auwe1239,Auwe,smf,Papunesia,-3.33662,141.254,Border
avai1234-1,Avaipa,Brown2021,p.31,,avai1234,Avaipa,,Papunesia,-6.211,155.39,South Bougainville
avau1237-1,Gasmata (near Gasmata Government Station),Lean1985Vol04,p.61,"2 CSQs. Villages: Akam, Aringring.",avau1237,Avau,avb,Papunesia,-6.24342,150.427,Austronesian
avau1237-2,Avau - Lulakevi village,Spencer2013,pp.68-69,,avau1237,Avau,avb,Papunesia,-6.24342,150.427,Austronesian
avau1237-3,Avau - Asiwot village,Spencer2013,pp.68-69,,avau1237,Avau,avb,Papunesia,-6.24342,150.427,Austronesian
avau1237-4,Avau - Akiwak village,Spencer2013,pp.68-69,,avau1237,Avau,avb,Papunesia,-6.24342,150.427,Austronesian
avau1237-5,Avau - Avihain village,Spencer2013,pp.68-69,,avau1237,Avau,avb,Papunesia,-6.24342,150.427,Austronesian
avau1237-6,Avau - Akam village,Spencer2013,pp.68-69,,avau1237,Avau,avb,Papunesia,-6.24342,150.427,Austronesian
avau1237-7,Avau - Aringring village,Spencer2013,pp.68-69,,avau1237,Avau,avb,Papunesia,-6.24342,150.427,Austronesian
awad1244-1,Biliau,LeanMadang,p.77,SIL Word List (1975). Village: Galek.,awad1244,Awad Bing,bcu,Papunesia,-5.59896,146.355,Austronesian
awad1244-2,Biliau (Galek village),Lincoln1976,pp.2-5,,awad1244,Awad Bing,bcu,Papunesia,-5.59896,146.355,Austronesian
awap1236-1,Awa,Lean1986Vol08,p.53,IMP/SIL Questionnaire (1978).,awap1236,Awa (Papua New Guinea),awb,Papunesia,-6.65534,145.714,Nuclear Trans New Guinea
awap1236-2,Awa,Scott1978,"pp.181, 182, 188, 193, 194",,awap1236,Awa (Papua New Guinea),awb,Papunesia,-6.65534,145.714,Nuclear Trans New Guinea
awar1249-1,Awar,Zgraggen1972,pp.215-219,,awar1249,Awar,aya,Papunesia,-4.13554,144.836,Lower Sepik-Ramu
awar1249-2,Awar,Levy2002,pp.159-161,,awar1249,Awar,aya,Papunesia,-4.13554,144.836,Lower Sepik-Ramu
awbo1238-1,Awbono (Obon village),Donohue1998,p.3,,awbo1238,Awbono,awh,Papunesia,-5.05875,139.724,Bayono-Awbono
awbo1238-2,Densar,Wilbrink2004,pp.105ff,,awbo1238,Awbono,awh,Papunesia,-5.05875,139.724,Bayono-Awbono
awbo1238-3,Awbono,Wilbrink2004,pp.108ff,,awbo1238,Awbono,awh,Papunesia,-5.05875,139.724,Bayono-Awbono
awiy1238-1,Auyana,Lean1986Vol08,p.42,IMP/SIL Questionnaire (1978),awiy1238,Awiyaana,auy,Papunesia,-6.54079,145.76,Nuclear Trans New Guinea
awiy1238-2,Auyana,Scott1978,"pp.181, 182, 188, 193, 194",,awiy1238,Awiyaana,auy,Papunesia,-6.54079,145.76,Nuclear Trans New Guinea
awiy1238-3,Auyana (Uyaasimpa village),Lean1986Vol08,p.42,S.I.L word list (1975). Village: Uyaasimpa.,awiy1238,Awiyaana,auy,Papunesia,-6.54079,145.76,Nuclear Trans New Guinea
awtu1239-1,Autu,Laycock1967C08,p.16 [of pdf],,awtu1239,Awtuw,kmn,Papunesia,-3.53129,141.928,Sepik
awun1245-1,Awun,Laycock1970D09,p.1280,,awun1245,Auwon,aww,Papunesia,-3.79671,141.999,Sepik
awyi1241-1,Awya,Stokhof1983Vol5.2,p.146,,awyi1241,Awyi,auw,Papunesia,-3.00564,140.604,Border
awyi1241-2,Beapawa (Awji),Laycock1971D18,p.2530,,awyi1241,Awyi,auw,Papunesia,-3.00564,140.604,Border
awyi1241-3,Kwime,Stokhof1983Vol5.2,p.154,,awyi1241,Awyi,auw,Papunesia,-3.00564,140.604,Border
awyi1241-4,Njao,Galis1960,p.136,,awyi1241,Awyi,auw,Papunesia,-3.00564,140.604,Border
awyi1241-5,Tami-groep Awje,Galis1955,p.164,,awyi1241,Awyi,auw,Papunesia,-3.00564,140.604,Border
ayiw1239-1,"Santa Cruz, Nifilole",Codrington1885,"pp.236, 498",,ayiw1239,Äiwoo,nfl,Papunesia,-10.282595,166.328715,Austronesian
baba1267-1,Baba Malay,Lee2014,pp.185-187,,baba1267,Baba Malay,mbf,Eurasia,1.75414,103.076,Austronesian
baca1243-1,Bacan,Teljeur1982,pp.145-146,,baca1243,Bacanese Malay,btj,Papunesia,-0.62275,127.49,Austronesian
baca1243-2,Bacan,Stokhof1980Vol2,pp.97-98,,baca1243,Bacanese Malay,btj,Papunesia,-0.62275,127.49,Austronesian
bada1261-1,Badaʔ,Arnaud1998,pp.863-879 [word list item numbers],,bada1261,Bada (Indonesia),bhz,Papunesia,-1.80249,120.319,Austronesian
bagu1251-1,Kamboi-ramboi,Galis1955,p.142,,bagu1251,Bagusa,bqb,Papunesia,-1.98844,137.914,Greater Kwerba
bagu1252-1,Bagupi,Zgraggen1980Mabuso,p.92,,bagu1252,Bagupi,bpi,Papunesia,-5.07778,145.632,Nuclear Trans New Guinea
baha1258-1,Patimuni,Galis1955,p.135,,baha1258,Baham,bdw,Papunesia,-3.10628,132.637,West Bomberai
bahi1254-1,Bahinemo,LeanEastSepik,p.22,IMP/SIL Questionnaire (1978).,bahi1254,Bahinemo,bjh,Papunesia,-4.55527,142.832,Sepik
bahi1254-2,Bahinemo,Laycock1971D27,p.3844,,bahi1254,Bahinemo,bjh,Papunesia,-4.55527,142.832,Sepik
baib1251-1,Baibai,LeanSandaun,p.21,SIL Word List (undated).,baib1251,Baibai,bbf,Papunesia,-3.42672,141.345,Baibai-Fas
baib1251-2,Baibai,Laycock1970D15,p.2090,,baib1251,Baibai,bbf,Papunesia,-3.42672,141.345,Baibai-Fas
baib1251-3,Baibai,Baron1983,p.9,,baib1251,Baibai,bbf,Papunesia,-3.42672,141.345,Baibai-Fas
baim1245-1,Baimak,Zgraggen1980Mabuso,p.92,,baim1245,Baimak,bmx,Papunesia,-5.18943,145.606,Nuclear Trans New Guinea
bala1314-1,Balaesang,Himmelmann2001,pp.101-104,,bala1314,Balaesang,bls,Papunesia,-0.05644,119.689,Austronesian
bali1279-1,Melayu Loloan,Sumarsono1990,"pp.373, 380",,bali1279,Balinese Malay,mhp,Papunesia,-8.355884,114.648391,Austronesian
balu1257-1,Baluan-Lou-Pam (Baluan dialect),Lean1985Vol02,p.20,"Baluan - 2 CSQs, 1 IMP; Pam - 2 CSQs.",balu1257,Paluai,blq,Papunesia,-2.5604,147.282,Austronesian
bamu1257-1,Bamu Kiwai,Lean1986Vol12,p.91,SIL Word List (1976). Village: Torobina.,bamu1257,Bamu,bcf,Papunesia,-7.93818,143.545,Kiwaian
bana1292-1,Banaro,LeanEastSepik,p.62,1 CSQ. Village: Yar.,bana1292,Banaro,byz,Papunesia,-4.56615,144.329,Lower Sepik-Ramu
bana1292-2,Banaro,Zgraggen1972,pp.215-218,,bana1292,Banaro,byz,Papunesia,-4.56615,144.329,Lower Sepik-Ramu
bana1292-3,Banaro,Laycock1970D06,p.864,,bana1292,Banaro,byz,Papunesia,-4.56615,144.329,Lower Sepik-Ramu
bana1292-4,Banaro,Butler1981,p.19,,bana1292,Banaro,byz,Papunesia,-4.56615,144.329,Lower Sepik-Ramu
bana1292-5,Banaro (Bakaram),Laycock1971D19,p.2722,,bana1292,Banaro,byz,Papunesia,-4.56615,144.329,Lower Sepik-Ramu
band1353-1,Ai (Banda),Stokhof1982Vol3.3,pp.162-163,,band1353,Banda Malay,bpq,Papunesia,-4.55565,129.905,Austronesian
band1353-2,Banda Malay,Paauw2009,p.190,,band1353,Banda Malay,bpq,Papunesia,-4.55565,129.905,Austronesian
band1353-3,Sekola Lonthoir,Stokhof1982Vol3.3,pp.194-195,,band1353,Banda Malay,bpq,Papunesia,-4.55565,129.905,Austronesian
band1353-4,Sekola Neira,Stokhof1982Vol3.3,pp.178-179,,band1353,Banda Malay,bpq,Papunesia,-4.55565,129.905,Austronesian
band1355-1,Banda,Collins1986,pp.132-133,,band1355,Banda (Indonesia),bnd,Papunesia,-5.42138,133.142,Austronesian
bang1368-1,(The) Banggai (language),Stokhof1985Vol7.4,p.261,,bang1368,Banggai,bgz,Papunesia,-1.58305,123.171,Austronesian
bang1368-2,<Kepulauan Banggai?>,Stokhof1987Vol11,p.317,,bang1368,Banggai,bgz,Papunesia,-1.58305,123.171,Austronesian
bang1368-3,Bainggai islands,Stokhof1985Vol7.4,pp.275-276,,bang1368,Banggai,bgz,Papunesia,-1.58305,123.171,Austronesian
banj1239-1,Banjar,Stokhof1986Vol8,p.29,,banj1239,Banjar,bjn,Papunesia,0.747105,115.79,Austronesian
banj1239-2,Martapura,Stokhof1986Vol8,p.39,,banj1239,Banjar,bjn,Papunesia,0.747105,115.79,Austronesian
bann1247-1,Banoni,Lean1985Vol03,p.49,"Allen and Hurd, SIL Wordlist, (1963).",bann1247,Bannoni,bcm,Papunesia,-6.23061,155.128,Austronesian
bann1247-2,Banoni (Toberaki village),LeanBougainville,p.41,1 CSQ. Village: Toberaki.,bann1247,Bannoni,bcm,Papunesia,-6.23061,155.128,Austronesian
bann1247-3,Banoni (SW Bougainville),Grace1955pdf47,p.103,,bann1247,Bannoni,bcm,Papunesia,-6.23061,155.128,Austronesian
bann1247-4,"Banoni (based on Lincoln 1976a,b)",Brown2021,p.31,,bann1247-1,Bannoni,bcm,Papunesia,-6.23061,155.128,Austronesian
bant1286-1,Bantik (mentioned in JB 1939),Stokhof1983Vol7.2,pp.300-301,,bant1286,Bantik,bnq,Papunesia,1.44586,124.846,Austronesian
bant1286-2,Bantik (mentioned in NGB 1897),Stokhof1983Vol7.2,p.294,,bant1286,Bantik,bnq,Papunesia,1.44586,124.846,Austronesian
bara1369-1,Bara,Rabenilaina1974,p.323,,bara1369,Bara Malagasy,bhr,Africa,-23.9716,45.5937,Austronesian
bara1370-1,Kayan,Urquhart1955,p.195,,bara1370,Baram Kayan,kys,Papunesia,3.51211,114.482,Austronesian
bara1370-2,Long Naah Kayan,Smith2015,pp.351-353,,bara1370,Baram Kayan,kys,Papunesia,3.51211,114.482,Austronesian
bara1371-1,Baras,Yamaguchi2003,p.20,,bara1371,Baras,brs,Papunesia,-1.5667,119.342,Austronesian
bara1378-1,Tirio,Ray1912,pp.340-341,,bara1378,Baramu,bmz,Papunesia,-8.4885,143.002,Anim
barg1252-1,Mugil,LeanMadang,p.30,4 CSQs.,barg1252,Bargam,mlp,Papunesia,-4.8723,145.756,Nuclear Trans New Guinea
barg1252-2,Saker (Pap.) [Mugil],Kasprus1942,pp.746-747,,barg1252,Bargam,mlp,Papunesia,-4.8723,145.756,Nuclear Trans New Guinea
barg1252-3,Mugil,Zgraggen1980NorthernAdelbert,p.92,,barg1252,Bargam,mlp,Papunesia,-4.8723,145.756,Nuclear Trans New Guinea
bari1286-1,Bariai,Lean1985Vol04,p.91,"R. and R. Nicholson, SIL Word List (1966).",bari1286,Bariai,bch,Papunesia,-5.5087,148.666,Austronesian
bari1286-2,Bariai,Haywood1980,p.51,,bari1286,Bariai,bch,Papunesia,-5.5087,148.666,Austronesian
bari1290-1,Saroa,Ray1938EasternPapua,p.183,,bari1290,Bariji,bjc,Papunesia,-9.231,148.454,Yareban
bari1298-1,Kaiam 1,Bullock2015,p.60,,bari1298,Barikewa,jbk,Papunesia,-7.09739,143.99279,Turama-Kikori
bari1298-2,Omati (Iba),Bullock2015,p.60,,bari1298,Barikewa,jbk,Papunesia,-7.09739,143.99279,Turama-Kikori
baro1253-1,Barok (Central dialect),Lean1985Vol01,p.44,"1 CSQ, 1 IMP, Field Notes 1983. Vilages: Kolagunan, Kono.",baro1253,Barok,bjk,Papunesia,-3.47672,152.193,Austronesian
baro1253-2,Barok (Usen dialect),Lean1985Vol01,p.44,"2 CSQs. Villages: Kolonoboi, Bakan.",baro1253,Barok,bjk,Papunesia,-3.47672,152.193,Austronesian
baru1267-1,Baruya,Lean1986Vol08,p.56,IMP/SIL Questionnaire (1978) - R. Lloyd.,baru1267,Baruya,byr,Papunesia,-6.89261,145.818,Angan
baru1269-1,Baruga,Lean1985Vol05,p.34,SIL Word List (1973). Village: Dove.,baru1269,Baruga,bjz,Papunesia,-9.40132,148.761,Nuclear Trans New Guinea
bata1289-1,Batak Toba,Stokhof1986Vol9,p.32,,bata1289,Batak Toba,bbc,Papunesia,2.35498,99.1761,Austronesian
bata1289-2,Batak Toba dialect,Stokhof1986Vol9,p.50,,bata1289,Batak Toba,bbc,Papunesia,2.35498,99.1761,Austronesian
bata1289-3,"Batak, Sibolga",Stokhof1986Vol9,pp.131-132,,bata1289,Batak Toba,bbc,Papunesia,2.35498,99.1761,Austronesian
bata1289-4,Batang Toru,Stokhof1986Vol9,p.16,,bata1289,Batak Toba,bbc,Papunesia,2.35498,99.1761,Austronesian
bata1289-5,"Samosir, Toba Batak",Stokhof1986Vol9,p.109,,bata1289,Batak Toba,bbc,Papunesia,2.35498,99.1761,Austronesian
bata1289-6,"Silindung, Toba Batak",Stokhof1986Vol9,pp.87-88,,bata1289,Batak Toba,bbc,Papunesia,2.35498,99.1761,Austronesian
bata1289-7,"Toba, Batak",Stokhof1986Vol9,p.69,,bata1289,Batak Toba,bbc,Papunesia,2.35498,99.1761,Austronesian
bata1290-1,"Batak, Angkola",Stokhof1986Vol9,p.184,,bata1290,Batak Angkola,akb,Papunesia,1.66127,99.60248,Austronesian
bata1290-2,"Batak, Si Pirok, Mandailing, and Angkola area",Stokhof1986Vol9,p.149,,bata1290,Batak Angkola,akb,Papunesia,1.66127,99.60248,Austronesian
bata1290-3,"Ula, Asahan, Labuhan Batu",Stokhof1986Vol9,p.204,,bata1290,Batak Angkola,akb,Papunesia,1.66127,99.60248,Austronesian
bata1291-1,"Batak, Mandailing",Stokhof1986Vol9,p.168,,bata1291,Batak Mandailing,btm,Papunesia,0.85805,99.898,Austronesian
bata1293-1,"Batak, Karo",Stokhof1986Vol9,p.220,,bata1293,Batak Karo,btx,Papunesia,2.12787,98.2517,Austronesian
bata1294-1,"Pakpak, Batak (from H. Hoetabarat)",Stokhof1986Vol9,p.275,,bata1294,Batak Dairi,btd,Papunesia,2.51438,98.2427,Austronesian
bata1294-2,"Pakpak, Batak (from J. C. Ligvoet)",Stokhof1986Vol9,p.245,,bata1294,Batak Dairi,btd,Papunesia,2.51438,98.2427,Austronesian
bata1297-1,"Magbikin (Ayta near Mariveles, Bataan)",Storck1982,pp.3-7,,bata1297,Bataan Ayta,ayt,Papunesia,14.4153,120.49,Austronesian
bata1301-1,Batak,Thiessen1980,pp.72-78,,bata1301,Batak,bya,Papunesia,10.1115,119.025,Austronesian
bati1253-1,Gah,Wallace1869,pp.624-625,,bati1253,Bati (Indonesia),bvt,Papunesia,-3.61403,130.815,Austronesian
baub1235-1,Grogo,Ray1913,"pp.59, 61",,baub1235,Bau-Jagoi Bidayuh,sne,Papunesia,1.54467,109.985,Austronesian
bauu1244-1,Bau,Zgraggen1980Mabuso,p.92,,bauu1244,Bau,bbd,Papunesia,-5.26465,145.611,Nuclear Trans New Guinea
bauw1240-1,Bauwaki ,LeanCentral,p.48,SIL (1985). Village: Amau.,bauw1240,Bauwaki,bwk,Papunesia,-9.82577,148.815,Mailuan
bayo1260-1,Enamesi/Swesu/Bayono,Wilbrink2004,pp.108ff,,bayo1260,Bayono,byl,Papunesia,-5.21728,139.617,Bayono-Awbono
bayo1260-2,Kovojab,Wilbrink2004,pp.108ff,,bayo1260,Bayono,byl,Papunesia,-5.21728,139.617,Bayono-Awbono
beam1240-1,Beami,Lean1986Vol12,"pp.31, 95",[unknown],beam1240,Beami,beo,Papunesia,-6.14949,142.508,Bosavi
beam1240-2,Beami (Bedamini dialect: Pitibi village),LeanWestern,p.14,SIL (1979). Village: Pitibi.,beam1240,Beami,beo,Papunesia,-6.14949,142.508,Bosavi
bebe1252-1,Kapore,Lean1985Vol04,p.55,1 IMP. Village: Morokea.,bebe1252,Bebeli,bek,Papunesia,-5.63282,150.323,Austronesian
bebe1252-2,Bebeli,Johnston1980,p.125,,bebe1252,Bebeli,bek,Papunesia,-5.63282,150.323,Austronesian
bebe1252-3,Bebeli - Morokea village,Spencer2013,pp.37-38,,bebe1252,Bebeli,bek,Papunesia,-5.63282,150.323,Austronesian
bebe1252-4,Bebeli - Mosa village,Spencer2013,pp.37-38,,bebe1252,Bebeli,bek,Papunesia,-5.63282,150.323,Austronesian
bebe1252-5,Bebeli - Banaule village,Spencer2013,pp.37-38,,bebe1252,Bebeli,bek,Papunesia,-5.63282,150.323,Austronesian
bedo1237-1,Beduanas,Galis1960,p.138,,bedo1237,Bedoanas,bed,Papunesia,-2.74438,132.566,Austronesian
bedo1237-2,Andamata,Grace1956pdf31,p.2 [of pdf],,bedo1237,Bedoanas,bed,Papunesia,-2.74438,132.566,Austronesian
beli1258-1,Beli,LeanSandaun,p.35,1 CSQ.,beli1258,Beli (Papua New Guinea),bey,Papunesia,-3.67881,142.34,Nuclear Torricelli
beli1258-2,Beli,Laycock1967C10,p.37,,beli1258,Beli (Papua New Guinea),bey,Papunesia,-3.67881,142.34,Nuclear Torricelli
bena1264-1,Benabena,Scott1978,"pp.181, 182, 188, 193, 194",,bena1264,Benabena,bef,Papunesia,-6.09974,145.534,Nuclear Trans New Guinea
bena1264-2,Benabena (from CSQs),Lean1986Vol08,p.24,"8 CSQs. Villages: Mohuveto (2), Korofeigu (2), Katagu, Logofate, Kenimaro, Kaiyufa.",bena1264,Benabena,bef,Papunesia,-6.09974,145.534,Nuclear Trans New Guinea
bena1264-3,Benabena (from IMP/SIL),Lean1986Vol08,p.24,IMP/SIL Questionnaire (1978).,bena1264,Benabena,bef,Papunesia,-6.09974,145.534,Nuclear Trans New Guinea
bena1264-4,Benabena (from SIL word list),Lean1986Vol08,p.24,S.I.L survey word list (1975).,bena1264,Benabena,bef,Papunesia,-6.09974,145.534,Nuclear Trans New Guinea
bepo1240-1,Bepour,Zgraggen1980NorthernAdelbert,p.92,,bepo1240,Bepour,bie,Papunesia,-4.5985,145.442,Nuclear Trans New Guinea
bera1262-1,Berau Malay,Collins1994,"pp.303, 304, 306, 309",,bera1262,Berau Malay,bve,Papunesia,1.6687,117.934,Austronesian
beri1254-1,"Berrik Papua (Ujang, Samaninteh, Tenwer)",Stokhof1983Vol5.2,p.92,,beri1254,Berik,bkl,Papunesia,-2.26904,138.866,Tor-Orya
beri1254-2,Sewan,Stokhof1983Vol5.2,p.101,,beri1254,Berik,bkl,Papunesia,-2.26904,138.866,Tor-Orya
beri1254-3,Tor,Galis1955,p.143,,beri1254,Berik,bkl,Papunesia,-2.26904,138.866,Tor-Orya
beta1252-1,Melayu Betawi,Ikranegara1980,passim,,beta1252,Betawi,bew,Papunesia,-6.21174,107.022,Austronesian
beta1253-1,Kwesten (Betaf),Smits1994,pp.211-213,,beta1253,Betaf,bfe,Papunesia,-2.12422,139.255,Tor-Orya
biag1234-1,Biagi,Ray1929,p.81,,biag1234,Biage,bdf,Papunesia,-8.8794,147.6533,Koiarian
biag1234-2,Isurava,Ray1929,p.81,,biag1234,Biage,bdf,Papunesia,-8.8794,147.6533,Koiarian
biak1248-1,Biak,Stokhof1982Vol5.1,p.43,,biak1248,Biak,bhw,Papunesia,-0.9523,135.879,Austronesian
biak1248-2,Biak-Nufór,Galis1955,p.139,,biak1248,Biak,bhw,Papunesia,-0.9523,135.879,Austronesian
biak1248-3,Mafor,Stokhof1982Vol5.1,pp.12-13,,biak1248,Biak,bhw,Papunesia,-0.9523,135.879,Austronesian
biak1248-4,Nufōr,Ray1912,pp.340-341,,biak1248,Biak,bhw,Papunesia,-0.9523,135.879,Austronesian
biak1248-5,Numfor,Stokhof1982Vol5.1,p.28,,biak1248,Biak,bhw,Papunesia,-0.9523,135.879,Austronesian
biak1248-6,"Mafoor, New Guinea",Codrington1885,p.237,,biak1248,Biak,bhw,Papunesia,-0.9523,135.879,Austronesian
bian1251-1,Boven-Bian,Galis1960,p.148,,bian1251,Bian Marind,bpv,Papunesia,-7.35942,140.568,Anim
bian1252-1,Biangai,Smith1988,pp.102-103,,bian1252,Biangai,big,Papunesia,-7.33882,146.765,Goilalan
bian1252-2,Biangai (Kaisenik village),LeanMorobe,p.66,"IMP/SIL (1978), SIL Word List (1975), Village: Werewere.",bian1252,Biangai,big,Papunesia,-7.33882,146.765,Goilalan
bian1252-3,Biangai (Werewere village),LeanMorobe,p.66,"IMP/SIL (1978), SIL Word List (1975), Village: Werewere.",bian1252,Biangai,big,Papunesia,-7.33882,146.765,Goilalan
biem1237-1,Bam,LeanEastSepik,p.55,"2 CSQs. Kadovar Is. (1), Bam Is. (1).",biem1237,Biem,bmc,Papunesia,-3.61342,144.816,Austronesian
biem1237-2,Bam,Laycock1976,p.416,,biem1237,Biem,bmc,Papunesia,-3.61342,144.816,Austronesian
biem1237-3,Blupblup (ruprup),Grace1955pdf43,p.47,,biem1237,Biem,bmc,Papunesia,-3.61342,144.816,Austronesian
biga1238-1,Biga,Remijsen2001,"pp.140, 145",,biga1238,Biga,bhc,Papunesia,-1.99574,130.272,Austronesian
biga1238-2,Biga (Misool),Grace1956pdf32,p.3 [of pdf],,biga1238,Biga,bhc,Papunesia,-1.99574,130.272,Austronesian
biha1246-1,Bih,Nguyen2013,p.31,,biha1246,Bih,ibh,Eurasia,12.483333,108.016667,Austronesian
bika1251-1,Bikaru [from L. Bragge],Laycock1971D28,"pp.4008, 4016",,bika1251,Bikaru-Bragge,bic,Papunesia,-4.86,142.945,Bookkeeping
bila1257-1,Bilakura,Zgraggen1980NorthernAdelbert,p.92,,bila1257,Karen,bql,Papunesia,-4.93116,145.559,Nuclear Trans New Guinea
bilb1241-1,Bilbil,LeanMadang,p.53,SIL Word List (1975). Village: Bilbil.,bilb1241,Bilibil,brz,Papunesia,-5.26505,145.764,Austronesian
bilb1241-2,Bilibili,Ray1919,p.328,,bilb1241,Bilibil,brz,Papunesia,-5.26505,145.764,Austronesian
bilb1242-1,Bokai,Jonker1908,passim,,bilb1242,Bilba,bpz,Papunesia,-10.6503,123.307,Austronesian
bilb1242-2,Bilba,Jonker1908,passim,,bilb1242,Bilba,bpz,Papunesia,-10.6503,123.307,Austronesian
bilu1244-1,Kabanga,Schnee1901,pp.247-248,,bilu1244,Bilur,bxf,Papunesia,-4.39732,152.334,Austronesian
bilu1245-1,Bilua,Obata2003,pp.53-54,,bilu1245,Bilua,blb,Papunesia,-7.92388,156.663,Bilua
